"show_id","type","title","director","casts","country","date_added","release_year","rating","duration","listed_in","description"
s7607,Movie,NOVA: Eclipse Over America,Martin Gorst,"",United States,"1-Jul-19",2017,TV-G,"53 min",Documentaries,"Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms."
s7608,Movie,NOVA: Extreme Animal Weapons,Peter Fison,Doug Averill,United States,"1-Jul-19",2017,TV-PG,"53 min",Documentaries,"From huge tusks to giant horns, some animals sport weaponry that’s larger than life. Researchers explain the science behind this biological arms race."
s7609,Movie,NOVA: First Face of America,Graham Townsley,Jay O. Sanders,United States,"1-Jul-19",2018,TV-PG,"53 min",Documentaries,"During risky expeditions in an underwater cave, scientists unearth a 13,000-year-old skeleton to gain insight into the earliest known humans in America."
s7610,Movie,NOVA: Holocaust Escape Tunnel,"Paula Apsell, Kirk Wolfinger","",United States,"1-Jul-19",2017,TV-14,"54 min",Documentaries,"At a former Nazi execution site in Lithuania, an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners."
s7611,Movie,NOVA: Killer Floods,"",Craig Sechler,United States,"1-Jul-19",2017,TV-PG,"54 min",Documentaries,Scientists search for evidence left behind by the world’s greatest floods and predict if climate change will cause even greater aquatic disasters.
s7612,Movie,NOVA: Killer Hurricanes,Oliver Twinch,Craig Sechler,United States,"1-Jul-19",2017,TV-PG,"52 min",Documentaries,"Scientists research the world’s deadliest hurricane, trying to understand what this 18th-century storm could tell us about our own future."
s7613,Movie,NOVA: Killer Volcanoes,Oliver Twinch,Craig Sechler,United States,"1-Jul-19",2017,TV-PG,"54 min",Documentaries,Evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history.
s7614,Movie,NOVA: Poisoned Water,Llewellyn M. Smith,Joe Morton,United States,"1-Jul-19",2017,TV-PG,"54 min",Documentaries,"This documentary details how the water disaster in Flint, Michigan happened, its lasting effects, and the lengthy efforts it took to correct it."
s7615,Movie,NOVA: Prediction by the Numbers,Daniel McCabe,Jay O. Sanders,United States,"1-Jul-19",2018,TV-G,"53 min",Documentaries,"With the science of forecasting flourishing, this documentary explores how predictions inform our lives and statistics and algorithms' reliability."
s7616,Movie,NOVA: Secrets of the Shining Knight,Peter Yost,Jay O. Sanders,United States,"1-Jul-19",2017,TV-PG,"53 min",Documentaries,A master armorer and his team recreate parts of a knight's medieval armor and test its strength while rediscovering centuries-old metalworking secrets.
s7617,Movie,NOVA: Thai Cave Rescue,Tom Stubberfield,"",United States,"1-Jul-19",2018,TV-PG,"53 min",Documentaries,An international team of rescue workers race to save 12 young soccer players and their coach trapped in a flooded cave in Thailand.
s7618,Movie,NOVA: The Impossible Flight,"Noel Dockstader, Quinn Kanaly","",United States,"1-Jul-19",2018,TV-PG,"113 min",Documentaries,"Two adventurous pilots attempt to fly around the world without using any fuel, relying only on the power of the sun."
s7662,Movie,One Direction: This Is Us,Morgan Spurlock,"Harry Styles, Niall Horan, Zayn Malik, Louis Tomlinson, Liam Payne",United States,"1-Oct-19",2013,PG,"92 min","Documentaries, Music & Musicals",Award-winning documentarian Morgan Spurlock turns his camera on boy band phenomenon One Direction in this combination concert film and backstage pass.
s7622,Movie,Now More Than Ever: The History of Chicago,Peter Pardini,Chicago,United States,"1-Jan-18",2016,TV-MA,"114 min","Documentaries, Music & Musicals","This rockumentary tells the behind-the-scenes story of the Hall-of-Fame band Chicago, from their jazz-rock fusion roots to chart-topping pop hits."
s7626,Movie,Numbered,"Dana Doron, Uriel Sinai","",Israel,"31-Dec-17",2012,TV-PG,"55 min","Documentaries, International Movies","Guided by survivors' testimonies, this documentary explores the history and meaning of the numbers tattooed on the bodies of Auschwitz prisoners."
s7627,Movie,Numero Zero. The Roots of Italian Rap,Enrico Bisi,"",Italy,"15-Apr-18",2015,TV-MA,"91 min","Documentaries, International Movies, Music & Musicals","In the '90s, the explosive popularity of hip-hop music in Italy impacts the nation's character while creating a new kind of renegade artist."
s7634,Movie,Oasis: Supersonic,Mat Whitecross,"Oasis, Alan McGee, Paul McGuigan, Liam Gallagher, Noel Gallagher",United Kingdom,"28-Dec-18",2016,R,"122 min","Documentaries, International Movies, Music & Musicals",This film details the rise of British rock group Oasis and the creativity and chaos that brothers Noel and Liam Gallagher brought to the iconic band.
s7636,Movie,Océans,"Jacques Perrin, Jacques Cluzaud","Pierce Brosnan, Jacques Perrin, Rie Miyazawa, Lancelot Perrin","France, Switzerland, Spain, United States, United Arab Emirates","19-Sep-19",2009,G,"84 min","Documentaries, International Movies",This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.
s7648,Movie,Oklahoma City,Barak Goodman,"",United States,"19-Apr-17",2017,TV-14,"102 min",Documentaries,Domestic terrorist Timothy McVeigh's bomb attack on an Oklahoma City federal building in 1995 is chronicled in this examination of the shocking event.
s7653,Movie,On Yoga The Architecture of Peace,Heitor Dhalia,Michael O’Neill,"Brazil, India, China, United States","10-Jan-18",2017,TV-14,"92 min","Documentaries, Faith & Spirituality","Based on photographer Michael O’Neill’s book of the same name, this documentary traces the author’s 10-year journey through the landscape of yoga."
s7655,Movie,Once In A Lifetime Sessions with Moby,Matt Askem,"Moby, Alex Cohen",United States,"1-Aug-18",2018,TV-14,"86 min","Documentaries, Music & Musicals","Through performances and interviews, musician Moby opens up about his unusual childhood, his heroes and the stories behind his songs."
s7656,Movie,Once In A Lifetime Sessions with Nile Rodgers,Charlie Lightening,Nile Rodgers,United States,"1-Aug-18",2018,TV-PG,"70 min","Documentaries, Music & Musicals",The career of rhythm guitarist and Chic founder Nile Rodgers is chronicled in this musical blend of documentary and original concert performance.
s7657,Movie,Once In A Lifetime Sessions with Noel Gallagher,Charlie Lightening,Noel Gallagher,United States,"1-Aug-18",2018,TV-MA,"66 min","Documentaries, Music & Musicals","Between scenes from an intimate performance, the Oasis legend reflects on his road to stardom and offers insights on his creative process."
s7658,Movie,Once In A Lifetime Sessions with TLC,Matt Askem,"",United States,"1-Aug-18",2018,TV-PG,"72 min","Documentaries, Music & Musicals","One of the most successful female groups in music history, TLC performs in concert while taking a look back at their tumultuous history."
s7665,Movie,One More Shot,Noah Moskin,"",United States,"15-Jan-18",2017,TV-MA,"89 min",Documentaries,"Infertility affects millions. One couple copes with the assisted reproduction process by documenting its pain, disappointment and potential joy."
s7669,Movie,Only the Dead,"Bill Guttentag, Michael Ware",Michael Ware,"Australia, Iraq","15-Nov-18",2015,TV-MA,"76 min","Documentaries, International Movies","Given unprecedented access to soldiers and terrorists alike, journalist Michael Ware presents an epic, uncensored, intimate account of the Iraq War."
s7674,Movie,Operation Odessa,Tiller Russell,"","","1-Apr-20",2018,TV-MA,"93 min",Documentaries,"A Russian mobster, a Cuban spy and a smooth operator from Miami scheme to sell a Soviet submarine to a Colombian drug cartel for $35 million."
s7693,Movie,Pablo Escobar: Angel or Demon?,Jorge Granier,"","Venezuela, Colombia","23-Mar-18",2007,NR,"82 min","Documentaries, International Movies",This documentary traces the steps of druglord Pablo Escobar with vivid eyewitness accounts that reconstruct his bloody reign in Colombia.
s7700,Movie,Palio,Cosima Spender,"",United Kingdom,"30-Jun-16",2015,TV-14,"91 min","Documentaries, International Movies, Sports Movies","In this documentary, a centuries-old horse race in the city of Siena, Italy, is the forum for a showdown between a young jockey and his former mentor."
s7709,Movie,Paris Is Burning,Jennie Livingston,"",United States,"1-Feb-17",1990,R,"77 min","Classic Movies, Cult Movies, Documentaries","This Sundance prize-winning documentary is an intimate portrait of 1980s Harlem drag balls: a world of fierce competition, sustenance, and survival."
s7714,Movie,Patient Seventeen,Jeremy Kenyon Lockyer Corbell,"",United States,"29-Jan-18",2017,TV-14,"68 min",Documentaries,A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction.
s7728,Movie,Perfect Bid: The Contestant Who Knew Too Much,C.J. Wallis,Theodore Slauson,Canada,"30-Apr-19",2017,TV-MA,"72 min",Documentaries,"A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked."
s7732,Movie,Peter and the Farm,Tony Stone,Peter Dunning,United States,"9-Mar-17",2016,TV-MA,"92 min",Documentaries,"His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning."
s7741,Movie,Pick of the Litter,"Dana Nachman, Don Hardy Jr.","",United States,"2-Aug-20",2018,TV-PG,"81 min","Children & Family Movies, Documentaries",Five Labrador puppies embark on a 20-month training to pass the milestones on their journey to becoming guide dogs for people with visual impairment.
s7754,Movie,Playing Hard,Jean-Simon Chartier,"","Canada, United States","5-Apr-19",2018,TV-MA,"92 min","Documentaries, International Movies","Step inside the Ubisoft offices, and follow designer Jason VandenBerghe's fight to create the video game ""For Honor"" over four years."
s7755,Movie,Pope Francis: A Man of His Word,Wim Wenders,Pope Francis,"Switzerland, Vatican City, Italy, Germany, France","3-Jan-19",2018,PG,"96 min","Documentaries, Faith & Spirituality, International Movies","Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age."
s7791,Movie,Prelude to War,Frank Capra,"",United States,"31-Mar-17",1942,TV-14,"52 min","Classic Movies, Documentaries","Frank Capra's documentary chronicles the rise of authoritarianism in Germany, Italy and Japan as America prepares for a defense of liberty."
s7793,Movie,Prescription Thugs,"Chris Bell, Josh Alexander, Greg Young",Chris Bell,United States,"15-Apr-16",2015,NR,"86 min",Documentaries,A documentarian uses his own family's experiences as a springboard to explore the ethical issues surrounding the FDA and pharmaceutical industry.
s7800,Movie,Prosecuting Evil: The Extraordinary World of Ben Ferencz,Barry Avrich,Ben Ferencz,Canada,"1-Jun-19",2019,TV-MA,"83 min",Documentaries,"A gripping profile of Ben Ferencz, the last surviving lead prosecutor at the Nuremberg trials whose lifelong desire for justice altered the rule of law."
s7808,Movie,Q Ball,Michael Tolajian,"",United States,"11-Mar-20",2019,TV-MA,"96 min","Documentaries, Sports Movies","At San Quentin State Prison, hardened convicts take their shots at redemption while navigating personal struggles by bonding through basketball."
s7915,Movie,Sacro GRA,Gianfranco Rosi,"","Italy, France","21-Mar-17",2013,TV-MA,"91 min","Documentaries, International Movies","Italian filmmaker Gianfranco Rosi turns his eye to his own country, roaming and filming for over two years in a minivan on Rome's giant ring road."
s7819,Movie,Radical: the Controversial Saga of Dada Figueiredo,Raphael Erichsen,"",Brazil,"12-Apr-17",2013,TV-MA,"71 min","Documentaries, International Movies, Sports Movies","This film chronicles the career of surfer Dadá Figueiredo, whose stormy personal life upended his status as a trendsetting '70s sports hero."
s7823,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,"Jeremy Coon, Tim Skousen","",United States,"16-Sep-16",2015,NR,"93 min",Documentaries,"Three childhood friends attempt to finish the pet project they've worked on for over 30 years: re-creating ""Raiders of the Lost Ark"" shot for shot."
s7835,Movie,Rats,Morgan Spurlock,"",United States,"16-Dec-16",2016,NR,"88 min",Documentaries,Explore the icky world of rats and witness how their talent for surviving in almost any environment has led to catastrophic events throughout history.
s7847,Movie,Red Trees,Marina Willer,Tim Piggott-Smith,United Kingdom,"24-Mar-18",2017,TV-PG,"80 min","Documentaries, International Movies","A documentarian details her Jewish family's escape from Nazi-occupied Prague to refuge in Brazil, where her father built a life as an architect."
s7849,Movie,Refugee,"Clementine Malpas, Leslie Knott","Cate Blanchett, Lynsey Addario, Omar Victor Diop, Graciela Iturbide, Martin Schoeller, Tom Stoddart","","10-Mar-17",2016,TV-PG,"24 min",Documentaries,Five acclaimed photographers travel the world to provide detailed insight into the difficult conditions faced by refugees who dream of a better life.
s7852,Movie,Reincarnated,Andy Capper,"Snoop Dogg, Dr. Dre, Bunny Wailer",United States,"13-Jun-16",2012,R,"96 min","Documentaries, Music & Musicals","Vice magazine's Andy Capper follows rapper Snoop Dogg on a pilgrimage to Jamaica, where he rechristens himself Snoop Lion, a reggae artist."
s7859,Movie,Residente,René Pérez Joglar,René Pérez Joglar,United States,"1-Jan-18",2017,TV-MA,"97 min","Documentaries, Music & Musicals",The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.
s7860,Movie,Restless Creature: Wendy Whelan,"Linda Saffire, Adam Schlesinger","Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett",United States,"26-Sep-17",2016,TV-MA,"94 min",Documentaries,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life."
s7877,Movie,Roberto Saviano: Writing Under Police Protection,Pierfrancesco Diliberto,Pierfrancesco Diliberto,Italy,"1-May-18",2016,TV-14,"45 min","Documentaries, International Movies","Italian TV host Pif revisits Roberto Saviano, who's been living under protection since publishing ""Gomorrah,"" his exposé on organized crime in Naples."
s7887,Movie,Roll Red Roll,Nancy Schwartzman,"",United States,"8-Aug-19",2018,TV-MA,"80 min",Documentaries,"This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight."
s7888,Movie,Rolling Papers,Mitch Dickman,"","United States, Uruguay","8-Sep-17",2015,TV-MA,"79 min",Documentaries,"As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture."
s7894,Movie,Roots,Shweta Basu Prasad,"","","1-Nov-17",2016,TV-PG,"62 min","Documentaries, International Movies, Music & Musicals",This documentary explores the rich heritage of Indian classical music and the reasons behind its modern decline in popularity.
s7971,Movie,Secrets of Althorp - The Spencers,Kasia Uscinska,Samuel West,United States,"22-Apr-17",2013,TV-PG,"54 min","Documentaries, International Movies","Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years."
s7912,Movie,S Is for Stanley,Alex Infascelli,"",Italy,"15-Jun-17",2016,TV-MA,"82 min","Documentaries, International Movies","This film examines the complex life of iconic filmmaker Stanley Kubrick, as seen through the eyes of his devoted longtime driver, Emilio D'Alessandro."
s7920,Movie,Saeed Mirza: The Leftist Sufi,"Kireet Khurana, Padmakumar Narasimhamurthy",Saeed Akhtar Mirza,India,"1-May-17",2016,TV-MA,"61 min","Documentaries, International Movies",This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.
s7931,Movie,San Pietro,John Huston,"",United States,"31-Mar-17",1945,TV-14,"32 min","Classic Movies, Documentaries","After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians."
s7972,Movie,Secrets of Chatsworth,Susannah Ward,Samuel West,United States,"22-Feb-17",2013,TV-PG,"54 min","Documentaries, International Movies","Tales of tragedy and scandal unfold through the history of Chatsworth, a grand estate that has been home to some of England's most noted aristocrats."
s7942,Movie,Satan & Adam,V. Scott Balcerek,"Sterling Magee, Adam Gussow",United States,"1-Jun-19",2018,TV-MA,"78 min","Documentaries, Music & Musicals",An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.
s7966,Movie,Searching for Sugar Man,Malik Bendjelloul,Rodriguez,"Sweden, United Kingdom, Finland","1-Dec-19",2012,PG-13,"86 min","Documentaries, International Movies, Music & Musicals","Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol."
s7973,Movie,Secrets of Henry VIII's Palace: Hampton Court,Sam Taplin,Samuel West,United States,"22-Feb-17",2013,TV-PG,"54 min","Documentaries, International Movies",The history of this grand 500-year-old palace is inextricably tied to the lavish lifestyle of King Henry VIII and the doomed fates of his six wives.
s7974,Movie,Secrets of Her Majesty's Secret Service,Kasia Uscinska,Samuel West,United Kingdom,"22-Feb-17",2014,TV-PG,"55 min","Documentaries, International Movies","This documentary spotlights more than 100 years of operatives and operations in the U.K.'s secret service, the world's oldest intelligence agency."
s7975,Movie,Secrets of Highclere Castle,Vicky Matthews,Samuel West,United States,"22-Feb-17",2013,TV-PG,"54 min","Documentaries, International Movies","Known as the setting of ""Downton Abbey,"" Highclere Castle truly was the home of aristocrats and an army of servants, with a rich past to share."
s7976,Movie,Secrets of Scotland Yard,Susannah Ward,Samuel West,United Kingdom,"22-Apr-17",2013,TV-14,"55 min",Documentaries,"Revisit famous cases and explore the history of Scotland Yard, one of the world's oldest detective forces and a name synonymous with crime solving."
s7977,Movie,Secrets of Selfridges,Sam Taplin,Samuel West,United States,"22-Apr-17",2014,TV-PG,"55 min",Documentaries,American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.
s7978,Movie,Secrets of the Tower of London,Vicky Matthews,Samuel West,United Kingdom,"22-Feb-17",2013,TV-PG,"55 min",Documentaries,"Explore the storied history of the iconic Tower of London as it evolved from a royal castle into a dungeon prison and, finally, an armory and mint."
s7979,Movie,Secrets of Underground London,"Vicky Matthews, Gareth Sacala",Samuel West,United Kingdom,"22-Apr-17",2014,TV-PG,"55 min","Documentaries, International Movies","Experts examine the ruins and relics hidden beneath London's surface, unearthing a Roman amphitheater, plague pits, air raid shelters and more."
s7980,Movie,Secrets of Westminster,Louise Wardle,Samuel West,"United States, United Kingdom","22-Apr-17",2014,TV-PG,"55 min","Documentaries, International Movies","Take an insider's tour of Parliament, Big Ben and Westminster Abbey to discover the little-known history and pageantry of these famous buildings."
s7982,Movie,Senna,Asif Kapadia,"Ayrton Senna, Alain Prost, Frank Williams","United Kingdom, France, United States","1-Oct-19",2010,PG-13,"106 min","Documentaries, International Movies, Sports Movies","This fast-paced documentary profiles Ayrton Senna, one of the greatest drivers in the history of Formula One racing, and a hero in his native Brazil."
s8001,Movie,She Did That,"","Luvvie Ajayi, Renae Bluitt, Melissa Butler, Lisa Price, Tonya Rapley",United States,"4-Feb-20",2019,TV-PG,"71 min",Documentaries,"Go inside the lives of extraordinary, black female entrepreneurs as they discuss building legacies and pioneering a new future for the next generation."
s8012,Movie,SHOT! The Psycho-Spiritual Mantra of Rock,Barney Clay,Mick Rock,"United Kingdom, United States","10-Aug-17",2016,TV-MA,"98 min","Documentaries, Music & Musicals",Aptly named iconic rock photographer Mick Rock reconstructs his journey through the thrilling and murky universe of rock 'n' roll history.
s8020,Movie,Silicon Cowboys,Jason Cohen,"",United States,"1-Apr-17",2016,TV-PG,"77 min",Documentaries,"This documentary tells the story of Compaq Computer and its three founders, who in 1982, took on Goliath IBM at the height of its PC dominance."
s8035,Movie,Skydancers,Fredric Lean,"","United States, France","27-Jun-18",2014,TV-G,"49 min","Documentaries, Sports Movies",Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships.
s8045,Movie,Smash: Motorized Mayhem,"","",United States,"15-May-17",2017,TV-MA,"66 min","Documentaries, Sports Movies","Buckle up for a look inside a biannual school bus race in Florida, a harrowing event where carnage and collisions are most definitely encouraged."
s8049,Movie,Social Animals,Jonathan Ignatius Green,"",United States,"19-Mar-19",2018,TV-MA,"87 min",Documentaries,"This documentary follows a trio of teens – a daredevil photographer, an aspiring model and a lonely Ohio girl – and Instagram's impact on their lives."
s8058,Movie,Sons of Ben,Jeffrey C. Bell,"",United States,"10-Dec-16",2016,NR,"73 min","Documentaries, Sports Movies","Passion is an understatement. Meet the folks who wanted a Major League Soccer club in Philadelphia so badly, they became fans before it even existed."
s8062,Movie,Sour Grapes,"Jerry Rothwell, Reuben Atlas","",United Kingdom,"18-Nov-16",2016,NR,"85 min",Documentaries,A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.
s8067,Movie,Speed Is My Need,Mark Sloper,"",United Kingdom,"9-Jan-20",2019,TV-14,"75 min","Documentaries, Sports Movies","This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports, superbike racing."
s8070,Movie,Spitfire: The Plane that Saved the World,"David Fairhead, Anthony Palmer",Charles Dance,United Kingdom,"1-Nov-19",2018,TV-14,"95 min",Documentaries,"In this epic documentary, last-surviving veterans trace the history of a legendary fighter aircraft that dominated the air during the Battle of Britain."
s8082,Movie,Star Men,Alison E. Rose,"","Canada, United States, United Kingdom","5-Feb-17",2015,TV-14,"88 min",Documentaries,Four astronomers from England celebrate 50 years of friendship and achievement by taking a reflective road trip through the American Southwest.
s8087,Movie,Stealing History,"Ola Flyum, David Hebditch",Nicolas Hope,United States,"1-Jul-16",2006,TV-PG,"52 min","Documentaries, International Movies","Journalists expose how smugglers, dealers, collectors and scholars promote plunder of ancient artifacts from war-torn Iraq, Afghanistan and Pakistan."
s8093,Movie,Stink!,Jon J. Whelan,Jeffrey Hollender,United States,"1-Nov-18",2015,TV-PG,"91 min",Documentaries,"After noting a strange odor in his child’s pajamas, a single dad’s search for the source uncovers potentially toxic secrets of the chemical industry."
s8097,Movie,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,"","Australia, United Kingdom, United States, New Zealand, Italy, France","15-Feb-15",2014,NR,"100 min","Documentaries, International Movies, Sports Movies","An athlete dupes the world with his tale of miraculous recovery from cancer, becoming a sports hero and beacon of hope, but can he outpace the truth?"
s8105,Movie,Strike a Pose,"Ester Gould, Reijer Zwaan","","Netherlands, Belgium","7-Apr-17",2016,TV-MA,"85 min","Documentaries, International Movies, LGBTQ Movies","A quarter-century later, this documentary relocates the male dancers who backed Madonna on her 1990 Blond Ambition tour, as seen in ""Truth or Dare."""
s8134,Movie,Survivors Guide to Prison,Matthew Cooke,Susan Sarandon,United States,"24-May-18",2017,TV-MA,"103 min",Documentaries,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated."
s8135,Movie,Susanne Bartsch: On Top,"Anthony Caronna, Alexander Smith",Susanne Bartsch,United States,"10-Dec-18",2017,TV-MA,"86 min","Documentaries, LGBTQ Movies","Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist."
s8136,Movie,Sustainable,Matt Wechsler,"",United States,"1-Mar-17",2016,TV-G,"92 min",Documentaries,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future."
s8156,Movie,Teach Us All,Sonia Lowman,"",United States,"25-Sep-17",2017,TV-14,"81 min",Documentaries,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that."
s8169,Movie,Terra,"Yann Arthus-Bertrand, Michael Pitiot",Vanessa Paradis,France,"1-May-16",2015,TV-PG,"98 min","Documentaries, International Movies",This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature.
s8177,Movie,The 24 Hour War,"Nate Adams, Adam Carolla","",United States,"15-Nov-19",2016,TV-MA,"100 min","Documentaries, Sports Movies",An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.
s8179,Movie,The Accountant of Auschwitz,Matthew Shoychet,"",Canada,"1-Jul-19",2018,TV-14,"78 min","Documentaries, International Movies","Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz."
s8192,Movie,The Animal People,"Denis Hennelly, Casey Suchan","",United States,"11-Mar-20",2019,TV-MA,"97 min",Documentaries,Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement.
s8203,Movie,The Bad Kids,"Keith Fulton, Louis Pepe","",United States,"1-Apr-17",2016,TV-MA,"101 min",Documentaries,"In this documentary, teachers at a Mojave Desert high school adhere to a belief that compassion and life skills can profoundly help at-risk students."
s8206,Movie,The Battle of Midway,John Ford,"Henry Fonda, Jane Darwell",United States,"31-Mar-17",1942,TV-14,"18 min","Classic Movies, Documentaries","Director John Ford captures combat footage of the Battle of Midway, an air and sea campaign that was a turning point in the war in the Pacific."
s8211,Movie,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,Tommy Avallone,"Tommy Avallone, Bill Murray, Joel Murray, Peter Farrelly",United States,"31-Dec-18",2018,TV-MA,"72 min",Documentaries,"This documentary highlights spontaneous encounters with the elusive, comedic veteran, who touches lives by simply showing up anywhere."
s8216,Movie,The Bomb,"Kevin Ford, Smriti Keshari, Eric Schlosser","",United States,"1-Aug-17",2016,TV-14,"59 min",Documentaries,"Form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by The Acid."
s8239,Movie,The Carter Effect,Sean Menard,Vince Carter,United States,"1-May-18",2017,TV-MA,"60 min","Documentaries, Sports Movies","Featuring eight-time NBA All-Star Vince Carter, this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene."
s8437,Movie,The Negro Soldier,Stuart Heisler,"",United States,"31-Mar-17",1944,TV-14,"40 min","Classic Movies, Documentaries",This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II.
s8271,Movie,The Dawn Wall,"Peter Mortimer, Josh Lowell","Tommy Caldwell, Kevin Jorgeson","Austria, United States","4-Mar-19",2017,TV-MA,"100 min","Documentaries, Sports Movies",Cameras follow Tommy Caldwell and Kevin Jorgeson as they take on the staggering challenge of free-climbing Yosemite’s most formidable rock formation.
s8276,Movie,The Devil and Father Amorth,William Friedkin,"","Italy, United States","23-Jul-18",2017,TV-PG,"69 min","Documentaries, Horror Movies","In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town."
s8279,Movie,The Devil We Know,"Stephanie Soechtig, Jeremy Seifert","",United States,"15-Jan-19",2018,TV-14,"88 min",Documentaries,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.
s8295,Movie,The Fear of 13,David Sington,"",United Kingdom,"1-Jun-16",2015,TV-MA,"95 min","Documentaries, International Movies","After 20 years on Death Row, self-educated inmate Nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope."
s8309,Movie,The Force,Peter Nicks,"",United States,"29-Jan-18",2017,TV-MA,"92 min",Documentaries,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change."
s8314,Movie,The Free Man,Toa Fraser,Jossi Wells,New Zealand,"1-Oct-17",2016,TV-PG,"84 min","Documentaries, Sports Movies",Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.
s8319,Movie,The Gentleman Driver,Mario Mattei,"",United States,"31-Jan-19",2018,TV-MA,"83 min","Documentaries, Sports Movies","This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track."
s8341,Movie,The Heat: A Kitchen (R)evolution,Maya Gallus,"",Canada,"7-May-19",2018,TV-MA,"71 min",Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.
s8349,Movie,The House on Coco Road,Damani Baker,"",United States,"30-Jun-17",2016,TV-14,"79 min",Documentaries,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983."
s8351,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,Rudradeep Bhattacharjee,"",India,"1-Apr-17",2013,TV-PG,"53 min","Documentaries, International Movies, Music & Musicals",A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.
s8356,Movie,The Hurt Business,Vlad Yudin,Kevin Costner,United States,"1-Feb-17",2016,PG-13,"111 min","Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs."
s8371,Movie,The Jack King Affair,"Benjamin Cohen, Nicolas Cotto","",France,"2-Jan-18",2015,TV-14,"52 min","Documentaries, International Movies",This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents.
